id_inmueble,url_origen,tipo_inmueble,barrio_limpio,planta_limpia,precio_limpio,m2,precio_m2,habitaciones,banos,tiene_ascensor,tiene_garaje,tiene_terraza,tiene_piscina,tiene_trastero,descripcion_limpia,img_url_1,img_url_2,img_url_3,img_url_4,img_url_5,local_img_1,local_img_2,local_img_3,local_img_4,local_img_5
2f76f644-77ff-480b-a5cb-fd2e9e374618,https://www.pisos.com/comprar/piso-trafalgar28010-64166667897_149200/,Piso,Trafalgar,1.0,7000000.0,233.0,30042.92,2.0,4.0,0,0,0,0,0,"Única Inmobiliaria presenta este proyecto de interiorismo de 233m2 en el que los materiales y las piezas atraen por sus cualidades visuales táctiles, que se disponen siempre teniendo en cuenta el trayecto, a la manera de una visita guiada a una colección de curiosidades. La luz de sus ventanales exteriores, tanto la mirada como el paso están dirigidos, el espacio se experimenta como un recorrido con etapas y puntos focales. Zonas de luz alternan con zonas de semipenumbra, los giros llevan a los espacios privados que son 2 dormitorios con baños en suite, y aseo de invitados ricos como en la arquitectura sacra, y los materiales están combinados pensando en la secuencia de emociones que despiertan sus texturas, colores y connotaciones. Piedra, madera teñida en negro, latón, estuco, esculturas de gran formato, terciopelo, iluminación teatral, vidrio y espejo dorado, riqueza textil, piezas remotas en tiempo, procedencia, arte. En esta vivienda de planta larga y estrecha, potenciamos la circularidad de la pieza central para convertirla en el auténtico “corazón” de la casa en uso y distribución. La forma de rotonda y la disposición de la mesa crean un espacio que actúa al mismo tiempo como polo magnético, como foco de atención y como punto del que emanan dos flechas: una hacia la fachada y otra hacia dentro. Visualmente, este espacio se expande hacia dos zonas lumínicamente tenues pero que apuntan, más allá, a áreas más luminosas. Se expresan aquí ya, de esta manera, las ideas de recorrido y de sucesión claro-oscuro. La existencia de un invernadero y un foco visual en la peana con escultura, por el contrario, funcionan como centros de atracción; invitan a ver y a quedarse. Es un salón. En esta vivienda no hay zonas de transición. Acústicamente aislado del mundo. En Myttas Uno, el silencio no es la ausencia de sonido, sino un lujo cuidadosamente elaborado. Cada pared esconde capas de aislante técnico que abrazan los espacios, mientras los techos, con sus imponentes 3,20 metros de altura, convierten el interior en un refugio insondable. Aquí, los ruidos del exterior son una historia lejana, y cada rincón susurra la calma que solo un diseño impecable puede ofrecer. Un invernadero para la contemplación. Al cruzar el umbral de Myttas Uno, un invernadero lleno de vida te recibe como un preludio a lo extraordinario. La cuidada selección de plantas y flores, escogidas por su rareza y belleza, convierte este espacio en un templo para la contemplación. Allí, cada hoja y cada pétalo parecen invitarte a desconectar del mundo, a disfrutar de la pausa, a encontrar en la naturaleza un refugio que sólo esta obra de arte puede ofrecer. La sensación térmica perfecta, siempre. En Myttas Uno, la temperatura no se siente, se vive. Un sistema invisible de calefacción y refrigeración recorre los techos, asegurando que el ambiente sea siempre ideal, sin importar la estación. Es un equilibrio perfecto, una invitación al confort constante que acompaña cada momento del día, sin estridencias, solo con la discreta perfección de la tecnología al servicio de la vida. La seguridad que ofrece la mayor tranquilidad. Myttas Uno redefine la seguridad como una experiencia de paz absoluta. La puerta blindada, el sistema de videovigilancia y la vigilancia constante de la finca aseguran una tranquilidad inquebrantable. Pero va más allá: con la posibilidad de monitorear todo en tiempo real desde cualquier parte del mundo, Myttas Uno te conecta con tu hogar, no importa dónde estés. Es saber que, en este refugio, todo está bajo control, siempre.",https://fotos.imghs.net/xl-wp/1492/64166667897.149200/1492_64166667897_b022eda9-7b26-4a46-94fc-fe5adf0fd040.jpg,https://fotos.imghs.net/appswm-wp/1492/64166667897.149200/1492_64166667897_b022eda9-7b26-4a46-94fc-fe5adf0fd040.jpg,https://map.imghs.net/Cache/Z2R35MG0MC1/2_350_40.4280673@-3.6984849_0_1.gif,,,raw\images\2f76f644-77ff-480b-a5cb-fd2e9e374618_1.jpg,raw\images\2f76f644-77ff-480b-a5cb-fd2e9e374618_2.jpg,raw\images\2f76f644-77ff-480b-a5cb-fd2e9e374618_3.gif,,
cc7c60b3-0d86-4826-8343-82f55cabfd6e,https://www.pisos.com/comprar/piso-guindalera28028-63366549974_440000/,Piso,Guindalera,1.0,730000.0,91.0,8021.98,2.0,1.0,1,1,1,0,0,"Vivienda completamente reformada, lista para entrar a vivir, con una superficie aproximada de 91 m², distribuida en un acogedor vestíbulo, amplio salón-comedor de 30 m², cocina independiente amueblada y equipada a estrenar con acceso a un práctico lavadero, dos dormitorios (uno doble y uno individual) y un baño completo. El inmueble destaca por sus excelentes calidades, incluyendo aire acondicionado nuevo a estrenar en todas las estancias, calefacción por caldera individual de gas recién instalada, suelos de parqué y armarios empotrados. La finca dispone de ascensor con acceso directo al garaje y un amplio patio comunitario ajardinado, ideal para disfrutar de un entorno tranquilo y agradable. El precio incluye una excelente plaza de garaje en la misma finca. Ubicado en una zona muy bien comunicada, con acceso cercano a metro (Avenida de América y Diego de León), múltiples líneas de autobús y rodeado de todo tipo de servicios, comercios y zonas de ocio. Una oportunidad ideal tanto como vivienda habitual como inversión.",https://fotos.imghs.net/xl-wp/4400/63366549974.440000/4400_63366549974_21722b02-4eaa-42bd-9995-9326c8e86589.jpg,https://fotos.imghs.net/prof-wp/logos/Logo_4400.jpg,https://fotos.imghs.net/appswm-wp/4400/63366549974.440000/4400_63366549974_21722b02-4eaa-42bd-9995-9326c8e86589.jpg,,,raw\images\cc7c60b3-0d86-4826-8343-82f55cabfd6e_1.jpg,raw\images\cc7c60b3-0d86-4826-8343-82f55cabfd6e_2.jpg,raw\images\cc7c60b3-0d86-4826-8343-82f55cabfd6e_3.jpg,,
f25c3a5e-9773-464f-b44f-528dfce4498c,https://www.pisos.com/comprar/piso-puente_de_vallecas_portazgo28038-63422345764_526710/,Piso,Portazgo,4.0,362000.0,94.0,3851.06,3.0,2.0,0,0,1,0,0,"GLOBALPISO PALOMERAS PORTAZGO ofrece en exclusiva ésta amplia vivienda ubicada en la misma Avenida de Pablo Neruda. Vivienda con una excelente distribución de los 94 m2 construidos que posee; por lo que ofrece espacios amplios y luminosos. Al ingresar nos encontramos con el recibidor que divide el inmueble en dos zonas definidas; por un lado, un gran salón independiente de 19 m2 útiles por el cuál accedemos a una hermosa terraza abierta y la amplia cocina con terraza tendedero acristalada. Ambas terrazas comunicadas entre sí. Al otro lado del recibidor encontramos la zona de dormitorios y baños. Dispone de tres dormitorios muy luminosos, de los cuales dos cuentan con armarios empotrados; y dos baños uno de ellos en suite. La vivienda dispone de calefacción por gas natural y aire acondicionado en dos dormitorios. Situada a pocos metros del Parque Lineal de Palomeras y con muy fácil acceso a M30, M40 y A3 además de su proximidad a la L1 de metro Alto del Arenal y varias líneas de autobuses; la conectividad de ésta vivienda está garantizada. En la zona también encontraras una variada gama de opciones de tiendas locales, supermercados colegios y lo que necesites en el día a día. No pierdas ésta oportunidad y agenda tu visita. *Globalpiso nunca solicitará documentación ni dinero sin haber realizado antes una visita a la vivienda. *De acuerdo al Art. 6 del RD 515/1989, de 21 de abril, se informa al cliente que los gastos notariales, registrales, I.T.P. o equivalente, gastos financieros, intermediación inmobiliaria y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda. ""Se cumplen todos los requisitos y derechos referidos en la Ley 12/2023 por el Derecho a la Vivienda"" Tu hogar, nuestra prioridad...",https://fotos.imghs.net/xl-wp/526710/63422345764.526710/526710_63422345764_dc878efd-5769-41b5-b41d-0aa479976806.jpg,https://fotos.imghs.net/appswm-wp/526710/63422345764.526710/526710_63422345764_dc878efd-5769-41b5-b41d-0aa479976806.jpg,https://map.imghs.net/Cache/Z2R35MG0MC1/2_350_40.3925005@-3.6419444_0_1.gif,,,raw\images\f25c3a5e-9773-464f-b44f-528dfce4498c_1.jpg,raw\images\f25c3a5e-9773-464f-b44f-528dfce4498c_2.jpg,raw\images\f25c3a5e-9773-464f-b44f-528dfce4498c_3.gif,,
f1ae3e26-731f-452b-9cf2-3d4518abfe90,https://www.pisos.com/comprar/piso-casco_historico_de_barajas-60838879425_100500/,Piso,Casco Histórico De Barajas,,350000.0,75.0,4666.67,3.0,1.0,0,1,0,0,0,"VOhome propiedades Barajas vende piso en exclusiva. **Piso en venta en el encantador Casco Histórico de Barajas** Descubre este acogedor piso de 75m² construidos, ideal para quienes buscan un hogar funcional y moderno. Con un diseño abierto, el salón-comedor se integra perfectamente con la cocina completamente equipada, que cuenta con electrodomésticos nuevos y armarios a medida. Este espacio es perfecto para disfrutar de momentos en familia o con amigos. El inmueble dispone de tres dormitorios, siendo el principal y el secundario luminosos y con armarios a medida. Además, hay un tercer dormitorio adaptado como despacho, ideal para trabajar desde casa, con ventanas al exterior que permiten la entrada de luz natural. El baño cuenta con un plato de ducha y un armario empotrado, optimizando cada rincón del piso. Los acabados son de alta calidad, con suelos de tarima de madera que aportan calidez. Las ventanas climalit ofrecen un excelente aislamiento acústico y térmico, garantizando tranquilidad y confort. El aire acondicionado con bomba de frío/calor en el salón asegura un ambiente agradable durante todo el año. La finca cuenta con plazas de garaje comunitarias y ha renovado sus instalaciones eléctricas y de fontanería, lo que proporciona seguridad y comodidad. La ubicación es inmejorable: acceso rápido a la autovía M-11 y cercanía a una zona comercial con colegios, bibliotecas, farmacias y supermercados. Además, disfrutarás de parques y espacios abiertos para paseos al aire libre. No pierdas la oportunidad de visitar este maravilloso piso en Barajas, donde cada detalle ha sido pensado para ofrecerte la mejor calidad de vida. ¡Contáctanos para más información! *En el precio de venta no están incluidos los gastos de compra (Impuestos de transmisiones patrimoniales/ Notaría - Gestoría / Registro / Intermediación inmobiliaria y/o Financiera). Puede contactar con nosotros en nuestra oficina de: Avd. de Logroño 146. Horario de L – V de 10:00h a 14:00h / 16:30h a 20:00h y sábados de 10:00h a 14:00h.",https://fotos.imghs.net/xl-wp/1005/245/1005_4214245_2_2026011518010365232.jpg,https://fotos.imghs.net/appswm-wp/1005/245/1005_4214245_2_2026011518010365232.jpg,https://map.imghs.net/Cache/Z2R35MG0MC1/2_350_40.471541369@-3.578363664_0_1.gif,,,raw\images\f1ae3e26-731f-452b-9cf2-3d4518abfe90_1.jpg,raw\images\f1ae3e26-731f-452b-9cf2-3d4518abfe90_2.jpg,raw\images\f1ae3e26-731f-452b-9cf2-3d4518abfe90_3.gif,,
c6474311-1eb8-40da-9548-0b634c2408fe,https://www.pisos.com/comprar/piso-arcos28037-63397840612_440000/,Piso,Arcos,1.0,230000.0,61.0,3770.49,2.0,1.0,0,0,0,0,0,"Moderna y Luminosa vivienda exterior recientemente reformada, con una superficie aproximada total de 61 metros cuadrados y una fantástica distribución, que permite un aprovechamiento máximo de todos los espacios. Consta de dos dormitorios (los dos dobles con buenas dimensiones), un completo cuarto de baño (plato de ducha con mampara), una práctica cocina independiente, espacioso y cómodo salón-comedor con posibilidad de crear diferentes ambiente y mirador (con agradables vistas); a todo ello hay que añadirle dos indispensables trasteros propios. El piso, en un estado impecable de conservación, resulta tranquilo y acogedor, tremendamente soleado debido a su orientación y a que cada una de sus estancias tiene luz natural y ventilación cruzada, recibe luz natural desde la salida del sol hasta su ocaso, en ambos lados del edificio (doble fachada). Con suelos de tarima y porcelánico, cerramientos dobles con climalite (puente térmico y acústico), portero automático con video-llamada, sistema de alarma y puerta blindada. El edificio se ubica en una zona residencial, con muy buenas comunicaciones: por Metro (Avenida de Guadalajara y San Blas), múltiples líneas de autobús en las cercanías y rápida conexión con la M-40 y la M-23. En las inmediaciones cuenta con amplios espacios verdes, deportivos y áreas de recreo infantil, diversos servicios tanto asistenciales, como educacionales y comerciales; siendo un Barrio totalmente asentado, que cuenta con todo lo necesario para cubrir las necesidades habitacionales de una joven pareja.",https://fotos.imghs.net/xl-wp/4400/63397840612.440000/4400_63397840612_fe9beeaa-e428-47bb-8368-9aa1a7c66200.jpg,https://fotos.imghs.net/appswm-wp/4400/63397840612.440000/4400_63397840612_fe9beeaa-e428-47bb-8368-9aa1a7c66200.jpg,https://map.imghs.net/Cache/Z2R35MG0MC1/2_350_40.4251508@-3.6160749_0_1.gif,,,raw\images\c6474311-1eb8-40da-9548-0b634c2408fe_1.jpg,raw\images\c6474311-1eb8-40da-9548-0b634c2408fe_2.jpg,raw\images\c6474311-1eb8-40da-9548-0b634c2408fe_3.gif,,
8dc988e6-9fc8-4b83-97d0-f7aab5abab41,https://www.pisos.com/comprar/duplex-casco_historico_de_vallecas-63423709240_100500/,Dúplex,Casco Histórico De Vallecas,2.0,346500.0,138.0,2510.87,3.0,2.0,0,0,1,0,1,"VOhome Santa Eugenia vende magnífica vivienda tipo dúplex situada en Villa de Vallecas, completamente reformada y lista para entrar a vivir. Se trata de un inmueble con orientación sureste, lo que garantiza una excelente luminosidad durante gran parte del día. Destaca por su amplitud y su distribución funcional en dos alturas, aportando mayor independencia entre las zonas de descanso y las zonas comunes. Dispone de un luminoso salón con acceso directo a terraza, cocina independiente y 2 baños completos, 1 de ellos en suite con el dormitorio principal y ambos con bañera y de generosas dimensiones, ofreciendo gran comodidad para el día a día. La vivienda cuenta con calefacción individual, con bomba de frio y calor por conductos. Suelos de tarima que aportan calidez y confort, y la finca dispone ascensores. Además, incluye un amplio trastero, ideal como espacio de almacenaje adicional. Situada en el emblemático barrio de Villa de Vallecas, la ubicación es magnífica, ya que a menos de 2 minutos caminando encontramos paradas de autobuses urbanos, la estación de metro y cercanías de Sierra de Guadalupe (Línea 1 y C2 y C7), así como parada de taxi, lo que facilita una excelente comunicación con el resto de la ciudad. La zona cuenta con un agradable bulevar rodeado de comercios tradicionales que aportan vida al barrio, además de centro de salud, colegios e institutos, parques y galerías comerciales de las de toda la vida. Muy cerca se encuentra el Hospital Infanta Leonor, en funcionamiento desde 2008, al que se puede acceder cómodamente mediante la línea de autobús urbano E1. Se ofrece posibilidad de financiación hasta el 100% (según condiciones), así como servicio de asesoramiento gratuito para acompañarle durante todo el proceso de compra. Visítenos sin compromiso en: Calle Castrillo de Aza, 14, LOCAL 7, 28031 Madrid En el precio de venta no están incluidos los gastos de compra (Impuesto de Transmisiones Patrimoniales, notaría, gestoría, registro, intermediación inmobiliaria y/o financiera).",https://fotos.imghs.net/xl-wp/1005/797/1005_4243797_1_202604231840090729728.jpg,https://fotos.imghs.net/appswm-wp/1005/797/1005_4243797_1_202604231840090729728.jpg,https://map.imghs.net/Cache/Z2R35MG0MC1/2_350_40.3800831@-3.62031_0_1.gif,,,raw\images\8dc988e6-9fc8-4b83-97d0-f7aab5abab41_1.jpg,raw\images\8dc988e6-9fc8-4b83-97d0-f7aab5abab41_2.jpg,raw\images\8dc988e6-9fc8-4b83-97d0-f7aab5abab41_3.gif,,
998a069f-e328-4426-b8b4-e4010dd30090,https://www.pisos.com/comprar/piso-casco_historico_de_barajas-64249672161_100500/,Piso,Casco Histórico De Barajas,,259000.0,51.0,5078.43,2.0,1.0,0,0,0,0,0,"VOhome Propiedades Barajas presenta en exclusiva este acogedor piso de 51 m², ideal para quienes buscan una vivienda funcional, moderna y lista para entrar a vivir. La vivienda cuenta con un luminoso salón-comedor que se convierte en el corazón del hogar. La cocina independiente está diseñada para aprovechar al máximo el espacio, ofreciendo comodidad y funcionalidad en el día a día. Dispone de dos dormitorios, ambos con excelente entrada de luz natural y armarios a medida. Las ventanas Climalit de doble acristalamiento garantizan un óptimo aislamiento térmico y acústico, aportando confort y tranquilidad. El baño, equipado con plato de ducha y ventana exterior, proporciona ventilación natural. Reformado en 2020, el piso presenta acabados de calidad, destacando suelos de tarima de madera que aportan calidez. Además, el salón cuenta con aire acondicionado con bomba de frío/calor, asegurando una temperatura agradable durante todo el año. La finca ha sido actualizada en sus instalaciones eléctricas y de fontanería, lo que añade un plus de seguridad. Ubicación excelente, con rápido acceso a la M-11 y rodeado de todos los servicios: colegios, comercios, farmacias, bibliotecas y zonas verdes para disfrutar al aire libre. Una oportunidad perfecta para vivir o invertir en una de las zonas con más encanto de Barajas. No pierdas la oportunidad de visitar este maravilloso piso en Barajas, donde cada detalle ha sido pensado para ofrecerte la mejor calidad de vida. ¡Contáctanos para más información! *En el precio de venta no están incluidos los gastos de compra (Impuestos de transmisiones patrimoniales/ Notaría - Gestoría / Registro / Intermediación inmobiliaria y/o Financiera). Puede contactar con nosotros en nuestra oficina de: Avd. de Logroño 146. Horario de L – V de 10:00h a 14:00h / 16:30h a 20:00h y sábados de 10:00h a 14:00h.",https://fotos.imghs.net/xl-wp/1005/206/1005_4243206_1_202605051715050986320.jpg,https://fotos.imghs.net/appswm-wp/1005/206/1005_4243206_1_202605051715050986320.jpg,https://map.imghs.net/Cache/Z2R35MG0MC1/2_350_40.474931@-3.5765696_0_1.gif,,,raw\images\998a069f-e328-4426-b8b4-e4010dd30090_1.jpg,raw\images\998a069f-e328-4426-b8b4-e4010dd30090_2.jpg,raw\images\998a069f-e328-4426-b8b4-e4010dd30090_3.gif,,
a3776f01-30e3-41e6-8da3-d26790909e38,https://www.pisos.com/comprar/piso-guindalera28028-63335257795_440000/,Piso,Guindalera,4.0,590000.0,80.0,7375.0,2.0,1.0,1,0,0,0,0,"Vivienda completamente reformada, lista para entrar a vivir, con una superficie aproximada de 76 m², distribuida en un acogedor vestíbulo, amplio salón-comedor de 25 m², cocina independiente amueblada y equipada, dos dormitorios (uno doble y uno individual) y un baño completo. El inmueble destaca por sus excelentes calidades, incluyendo aire acondicionado en el salón-comedor, calefacción centralizada por gas natural con medición de consumo individual y suelos de tarima; la finca dispone de ascensor y los gastos de comunidad ascienden a 70 euros al mes. Ubicado en una zona muy bien comunicada, con acceso cercano a metro (Avenida de América y Diego de León), múltiples líneas de autobús y rodeado de todo tipo de servicios, comercios y zonas de ocio. Una oportunidad ideal tanto como vivienda habitual como inversión.",https://fotos.imghs.net/xl-wp/4400/63335257795.440000/4400_63335257795_47abfc21-a317-4e0f-906b-cf8fbbf58bcb.jpg,https://fotos.imghs.net/prof-wp/logos/Logo_4400.jpg,https://fotos.imghs.net/appswm-wp/4400/63335257795.440000/4400_63335257795_47abfc21-a317-4e0f-906b-cf8fbbf58bcb.jpg,,,raw\images\a3776f01-30e3-41e6-8da3-d26790909e38_1.jpg,raw\images\a3776f01-30e3-41e6-8da3-d26790909e38_2.jpg,raw\images\a3776f01-30e3-41e6-8da3-d26790909e38_3.jpg,,
cc6096b2-1eb2-4637-b328-76f9b27fa29f,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-63388336792_515177/,Piso,Embajadores-Lavapiés,,385000.0,60.0,6416.67,2.0,2.0,1,0,0,0,0,"Piso situado en Madrid, en la zona Centro, con 60,00 m² construidos y 54,00 m² útiles. Es una propuesta eficiente para vivir o invertir, con dos habitaciones y dos baños que aportan comodidad y funcionalidad en una vivienda de uso mixto, ideal para quienes buscan un hogar práctico en una ubicación estratégica. Dispone de ascensor, calefacción por bomba de calor y frío y está equipado con armarios empotrados, así como cocina amueblada y amueblado para entrar a vivir con rapidez. El entorno es clave: calles con vida, servicios a pie de calle y una conectividad excelente para moverse por la ciudad sin complicaciones. La distribución maximiza el aprovechamiento del espacio, con salones luminosos que permiten combinar zonas de descanso y comedor. Los dos dormitorios ofrecen amplitud y almacenamiento, manteniendo una atmósfera ordenada gracias a los armarios empotrados. 2 baños. La cocina amueblada facilita la preparación de comidas sin necesidad de reformas, y el equipamiento actual facilita un uso inmediato. El sistema de climatización por bomba de calor y frío garantiza confort durante todo el año, optimizando consumo y reduciendo gastos. La vivienda está situada en una zona central de Madrid, rodeada de comercios, restauración y servicios, con múltiples opciones de ocio y cultura a pocos minutos. La proximidad a transporte público, zonas verdes y equipamientos educativos la convierte en una opción atractiva para familias, profesionales o inversores que buscan rentabilidad y demanda constante. El edificio cuenta con ascensor, lo que añade comodidad para personas con movilidad reducida o con carga de compras. En el precio están excluidos el impuesto sobre transmisiones patrimoniales y los gastos sobre notaria y registro de la propiedad. VIVIENDA TOTALMETE REFORMADA A ESTRENAR. Si tienes alguna duda recuerda que puedes contactar. Características básicas 60 m² construidos, 54 m² útiles 2 habitaciones 2 baños Armarios empotrados Construido en 1905 Calefacción individual Edificio Bajo interior Con ascensor Equipamiento Aire acondicionado Certificado energético Consumo: E 63 kWh/m² año Emisiones:F 301 kg CO2/m² año La certificación energética es anterior a la reforma.",https://fotos.imghs.net/xl-wp/515177/63388336792.515177/515177_63388336792_b5d164d8-2670-48c2-8bba-1243b552e7a5.jpg,https://fotos.imghs.net/appswm-wp/515177/63388336792.515177/515177_63388336792_b5d164d8-2670-48c2-8bba-1243b552e7a5.jpg,https://map.imghs.net/Cache/Z1R35MG1MC0/1_350_40.41317@-3.70326_1_0.gif,,,raw\images\cc6096b2-1eb2-4637-b328-76f9b27fa29f_1.jpg,raw\images\cc6096b2-1eb2-4637-b328-76f9b27fa29f_2.jpg,raw\images\cc6096b2-1eb2-4637-b328-76f9b27fa29f_3.gif,,
45293771-9af6-462b-9fc5-49753df545e5,https://www.pisos.com/comprar/piso-carabanchel_vista_alegre28047-61705317588_994867/,Piso,Vista Alegre,3.0,231000.0,97.0,2381.44,3.0,1.0,0,0,1,0,0,"Piso de 97 m² construidos, que se vende alquilado y al corriente de pago. Contrato de alquiler hasta febrero de 2027. Alquilado: oportunidad de inversión Actualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad. Piso amplio en 3ª planta 3 dormitorios Exterior, muy luminoso Fecha de fin de contrato: 02/2027. Piso en Madrid. Dispone de una superficie de 97 m² distribuidos en 3 habitaciones, un luminoso salón-comedor con salida a la terraza, cocina con una terraza cerrada, 1 baño y lavadero. Vivienda con parquet y armarios empotrados. Ubicado cerca de la estación de metro Carabanchel. Cuenta con servicios, comercios, supermercados y el Hospital Central de la Defensa Gómez Ulla en sus inmediaciones. Con rápido acceso a Vía Carpetana. Los impuestos, gastos de notaría y registro de la propiedad correrán a cargo del comprador.",https://fotos.imghs.net/xl-wp/994867/61705317588.994867/994867_61705317588_8bda745f-f830-4b3d-83a6-86ce52f869b1.jpg,https://fotos.imghs.net/appswm-wp/994867/61705317588.994867/994867_61705317588_8bda745f-f830-4b3d-83a6-86ce52f869b1.jpg,https://map.imghs.net/Cache/Z2R35MG0MC1/2_350_40.3863003@-3.7446324_0_1.gif,,,raw\images\45293771-9af6-462b-9fc5-49753df545e5_1.jpg,raw\images\45293771-9af6-462b-9fc5-49753df545e5_2.jpg,raw\images\45293771-9af6-462b-9fc5-49753df545e5_3.gif,,
